"Id","MSZoning","LotFrontage","Neighborhood","Condition1","BldgType","OverallQual","YearBuilt","YearRemodAdd","BsmtFinSF1","TotalBsmtSF","Heating","CentralAir","Electrical","X1stFlrSF","GrLivArea","BsmtFullBath","FullBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SalePrice","Electrical_imp","TotalBaths","CentralAirnum","HeatingQCnum"
1099,"RM",50,"BrkSide","Norm","1Fam",4,1936,1950,672,672,"GasA","Y","SBrkr",757,1324,0,1,3,6,0,1,240,0,0,7,2009,128000,FALSE,1,2,3
1100,"RL",82,"NWAmes","RRAn","1Fam",7,1978,1978,704,1271,"GasA","Y","SBrkr",1601,1601,0,2,3,7,1,2,478,0,0,4,2009,157000,FALSE,2,2,3
1101,"RL",60,"SWISU","Norm","1Fam",2,1920,1950,290,290,"GasA","N","FuseF",438,438,0,1,1,3,0,1,246,0,0,1,2009,60000,FALSE,1,1,3
1102,"RL",61,"NAmes","Norm","1Fam",5,1971,1971,412,950,"GasA","Y","SBrkr",950,950,0,1,3,5,0,1,280,0,0,7,2007,119500,FALSE,1,2,3
1103,"RL",70,"NAmes","Norm","1Fam",5,1960,2002,588,1010,"GasA","Y","SBrkr",1134,1134,0,1,2,6,0,1,254,0,16,4,2007,135000,FALSE,1,2,1
1104,"RL",79,"NAmes","Norm","1Fam",6,1959,1959,655,655,"GasA","Y","SBrkr",1194,1194,0,1,3,6,1,2,539,0,0,7,2006,159500,FALSE,2,2,1
1105,"RM",24,"BrDale","Norm","TwnhsE",5,1970,1970,0,630,"GasA","Y","SBrkr",630,1302,0,2,3,6,0,2,440,0,0,4,2007,106000,FALSE,3,2,3
1106,"RL",98,"NoRidge","Norm","1Fam",8,1994,1995,1032,1463,"GasA","Y","SBrkr",1500,2622,1,2,3,9,2,2,712,186,32,4,2010,325000,FALSE,4,2,1
1107,"RL",114,"SawyerW","Feedr","1Fam",7,1990,1991,738,910,"GasA","Y","SBrkr",1442,1442,1,2,3,6,1,2,719,0,244,5,2007,179900,FALSE,3,2,2
1108,"RL",168,"Gilbert","Norm","1Fam",7,2006,2006,0,868,"GasA","Y","SBrkr",887,2021,0,2,3,9,1,2,422,0,100,9,2006,274725,FALSE,3,2,1
1109,"RL",65,"Gilbert","Norm","1Fam",6,2000,2000,0,924,"GasA","Y","SBrkr",948,1690,0,2,3,7,1,2,463,100,48,11,2007,181000,FALSE,3,2,1
1110,"RL",107,"NridgHt","Norm","1Fam",8,2004,2005,1039,1836,"GasA","Y","SBrkr",1836,1836,1,2,3,7,1,3,862,125,185,3,2009,280000,FALSE,3,2,1
1111,"RL",65,"Gilbert","Norm","1Fam",6,1995,1996,219,773,"GasA","Y","SBrkr",773,1658,1,2,3,8,1,2,431,224,84,6,2008,188000,FALSE,4,2,2
1112,"RL",80,"NWAmes","Norm","1Fam",7,1976,1976,403,803,"GasA","Y","SBrkr",1098,1964,0,2,4,8,1,2,483,0,69,9,2008,205000,FALSE,3,2,3
1113,"RL",73,"NAmes","Norm","1Fam",5,1957,1957,708,816,"GasA","Y","FuseA",816,816,1,1,2,5,0,1,308,0,0,7,2006,129900,FALSE,2,2,3
1114,"RL",66,"NAmes","Norm","1Fam",5,1953,2006,643,1008,"GasA","Y","SBrkr",1008,1008,1,1,2,6,0,1,240,0,18,5,2007,134500,FALSE,2,2,2
1115,"RL",90,"OldTown","Norm","1Fam",5,1954,2000,415,833,"GasA","Y","SBrkr",833,833,0,1,2,4,0,1,326,0,0,8,2006,117000,FALSE,1,2,1
1116,"RL",93,"NridgHt","Norm","1Fam",8,2007,2007,1004,1734,"GasA","Y","SBrkr",1734,1734,1,2,3,7,1,3,928,0,0,11,2007,318000,FALSE,3,2,1
1117,"RL",65,"Gilbert","Norm","1Fam",8,2002,2002,353,408,"GasA","Y","SBrkr",779,1419,1,2,3,7,1,2,527,120,0,3,2009,184100,FALSE,4,2,1
1118,"RL",57,"Sawyer","Feedr","1Fam",5,1967,2003,702,894,"GasA","Y","SBrkr",894,894,1,1,3,5,0,2,450,0,0,5,2008,130000,FALSE,2,2,1
1119,"RL",85,"Sawyer","Norm","1Fam",5,1958,1987,0,533,"GasA","Y","SBrkr",1021,1601,0,1,3,6,0,1,300,280,34,12,2008,140000,FALSE,2,2,3
1120,"RL",70,"NAmes","Norm","1Fam",5,1959,1959,369,1040,"GasA","Y","FuseA",1040,1040,0,1,3,6,0,1,286,140,0,7,2006,133700,FALSE,1,2,3
1121,"RM",59,"IDOTRR","Norm","1Fam",6,1920,1950,0,1012,"GasA","Y","FuseA",1012,1012,0,1,2,6,1,1,308,0,22,5,2007,118400,FALSE,1,2,3
1122,"RL",84,"CollgCr","Norm","1Fam",7,2005,2006,24,1552,"GasA","Y","SBrkr",1552,1552,0,2,3,7,0,3,782,144,20,7,2006,212900,FALSE,2,2,1
1123,"RL",65.5,"Edwards","Norm","1Fam",4,1956,1956,0,672,"GasA","Y","FuseA",960,960,0,1,3,5,0,1,288,64,0,10,2009,112000,FALSE,1,2,1
1124,"RL",50,"Edwards","Norm","1Fam",5,1947,2008,0,698,"GasA","Y","SBrkr",698,698,0,1,2,4,0,0,0,0,200,6,2009,118000,FALSE,2,2,1
1125,"RL",65,"Gilbert","Norm","1Fam",7,1992,1992,0,384,"GasA","Y","SBrkr",812,1482,0,2,3,7,1,2,392,100,25,7,2007,163900,FALSE,3,2,2
1126,"RL",60,"NAmes","Norm","1Fam",4,1955,1955,0,1005,"GasA","Y","SBrkr",1005,1005,0,1,2,5,1,2,672,0,0,11,2009,115000,FALSE,1,2,3
1127,"RL",53,"Blmngtn","Norm","TwnhsE",7,2007,2007,0,1373,"GasA","Y","SBrkr",1555,1555,0,2,2,7,1,3,660,143,20,6,2009,174000,FALSE,2,2,1
1128,"RL",182,"Gilbert","Norm","1Fam",7,2004,2004,1300,1530,"GasA","Y","SBrkr",1530,1530,1,2,3,7,1,3,630,144,36,11,2007,259000,FALSE,3,2,1
1129,"RL",59,"Gilbert","Norm","1Fam",7,2004,2005,0,847,"GasA","Y","SBrkr",847,1959,0,2,4,8,1,2,434,100,48,7,2007,215000,FALSE,3,2,1
1130,"RM",60,"OldTown","Norm","Duplex",5,1980,1980,936,936,"GasA","Y","SBrkr",936,936,1,1,2,4,0,2,672,49,0,8,2007,140000,FALSE,2,2,3
1131,"RL",65,"SWISU","Norm","1Fam",4,1928,1950,622,1122,"GasA","Y","SBrkr",1328,1981,1,2,4,7,2,2,576,431,44,12,2009,135000,FALSE,3,2,3
1132,"RL",63,"Mitchel","Norm","1Fam",5,1991,1992,212,974,"GasA","Y","SBrkr",974,974,0,1,3,5,0,0,0,0,28,9,2007,93500,FALSE,1,2,3
1134,"RL",80,"SawyerW","Norm","1Fam",8,1995,1995,584,1128,"GasA","Y","SBrkr",1142,2020,0,2,3,8,1,2,466,0,155,6,2009,239500,FALSE,3,2,1
1135,"RL",57,"Gilbert","Norm","1Fam",6,1997,1997,0,916,"GasA","Y","SBrkr",916,1600,0,2,3,7,1,2,460,100,38,8,2007,169000,FALSE,3,2,2
1136,"RM",60,"BrkSide","Norm","1Fam",6,1926,1950,0,960,"GasA","N","SBrkr",986,986,0,1,2,5,1,1,180,0,128,5,2007,102000,FALSE,1,1,3
1137,"RL",80,"NAmes","Norm","1Fam",6,1950,1950,280,1032,"GasA","Y","FuseA",1032,1252,0,1,3,6,0,1,288,0,0,4,2008,119000,FALSE,1,2,3
1139,"RL",73,"Mitchel","Norm","1Fam",6,1977,1977,1567,1567,"GasA","Y","SBrkr",1567,1567,1,2,2,5,2,2,714,264,32,5,2009,196000,FALSE,3,2,3
1140,"RL",98,"BrkSide","Norm","1Fam",5,1920,1950,645,915,"GasA","Y","SBrkr",1167,1167,0,1,3,6,1,2,495,0,0,5,2007,144000,FALSE,1,2,3
1141,"RL",60,"NAmes","Norm","1Fam",5,1951,1951,852,952,"GasA","Y","SBrkr",952,952,1,1,2,4,0,2,840,0,0,6,2008,139000,FALSE,2,2,3
1142,"RL",80,"NWAmes","PosN","1Fam",5,1976,1976,381,780,"GasA","Y","SBrkr",1088,1868,1,2,4,9,1,2,484,448,96,10,2009,197500,FALSE,4,2,1
1144,"RL",71,"Sawyer","Norm","1Fam",5,1959,1959,288,1006,"GasA","Y","SBrkr",1006,1006,0,1,3,5,0,0,0,0,24,7,2008,80000,FALSE,1,2,3
1145,"RL",60,"Edwards","Norm","2fmCon",4,1941,1950,348,672,"Grav","N","FuseA",672,924,1,1,2,5,0,1,280,0,0,7,2010,80000,FALSE,2,1,4
1146,"RM",52,"BrkSide","Norm","1Fam",5,1928,1950,0,1042,"GasA","Y","SBrkr",1042,1576,0,1,3,8,1,1,225,0,0,8,2006,149000,FALSE,1,2,1
1147,"RL",66.5,"SawyerW","Norm","1Fam",6,1985,1985,1258,1298,"GasA","Y","SBrkr",1298,1298,1,2,3,5,1,2,403,165,26,5,2006,180000,FALSE,3,2,3
1148,"RL",75,"Crawfor","Norm","1Fam",7,1941,1950,275,704,"GasA","Y","SBrkr",860,1564,0,1,3,7,1,1,234,0,0,7,2009,174500,FALSE,2,2,1
1149,"RM",60,"OldTown","Norm","1Fam",7,1926,1950,0,572,"GasA","Y","SBrkr",572,1111,0,1,2,5,1,1,288,0,0,8,2008,116900,FALSE,1,2,3
1150,"RM",50,"OldTown","Artery","1Fam",7,1920,1988,624,650,"GasA","Y","SBrkr",832,1482,0,1,3,7,0,2,324,0,0,7,2009,143000,FALSE,2,2,1
1151,"RL",57,"NAmes","Norm","1Fam",6,1950,1950,0,932,"GasA","Y","FuseA",932,932,0,1,2,4,1,1,306,0,0,11,2007,124000,FALSE,1,2,1
1152,"RL",134,"Edwards","Norm","1Fam",5,1959,1959,176,1466,"GasA","Y","SBrkr",1466,1466,0,1,3,6,2,2,528,0,140,11,2006,149900,FALSE,2,2,3
1153,"RL",90,"Crawfor","Norm","1Fam",6,1956,2004,296,1073,"GasA","Y","SBrkr",1811,1811,0,1,2,6,1,2,470,0,0,7,2006,230000,FALSE,1,2,1
1154,"RM",60,"IDOTRR","Norm","1Fam",6,1930,2007,538,816,"GasA","Y","SBrkr",816,816,0,1,2,5,0,1,432,0,0,6,2008,120500,FALSE,1,2,1
1155,"RL",73,"NAmes","Norm","1Fam",7,1965,1988,454,864,"GasA","Y","SBrkr",902,1820,0,1,4,8,2,2,492,60,84,5,2008,201800,FALSE,3,2,3
1156,"RL",90,"Veenker","Norm","1Fam",5,1976,2004,1157,1437,"GasA","Y","SBrkr",1437,1437,1,2,3,6,1,2,528,0,21,7,2007,218000,FALSE,3,2,3
1157,"RL",85,"NAmes","Norm","1Fam",5,1965,1999,633,1219,"GasA","Y","SBrkr",1265,1265,0,2,3,6,1,2,502,0,92,10,2008,179900,FALSE,3,2,2
1158,"RL",34,"NridgHt","Norm","Twnhs",7,2007,2008,904,1314,"GasA","Y","SBrkr",1314,1314,1,2,2,6,1,2,626,172,62,7,2009,230000,FALSE,3,2,1
1159,"RL",92,"Somerst","Feedr","1Fam",8,2007,2008,0,1580,"GasA","Y","SBrkr",1580,1580,0,2,3,7,0,3,830,0,24,6,2008,235128,FALSE,2,2,1
1160,"RL",76,"NWAmes","Norm","1Fam",6,1974,1974,442,901,"GasA","Y","SBrkr",943,1876,0,2,4,8,1,2,540,0,69,7,2008,185000,FALSE,3,2,3
1161,"RL",24,"NPkVill","Norm","Twnhs",6,1978,1978,311,855,"GasA","Y","SBrkr",855,1456,0,2,3,7,1,2,440,26,0,7,2010,146000,FALSE,3,2,4
1162,"RL",74,"Crawfor","PosN","1Fam",6,1954,2006,728,1296,"GasA","Y","SBrkr",1640,1640,1,1,3,7,1,2,924,108,0,11,2008,224000,FALSE,2,2,1
1163,"RL",109,"Sawyer","Norm","1Fam",5,1968,1968,492,894,"GasA","Y","SBrkr",894,894,0,1,3,5,1,2,450,0,0,5,2007,129000,FALSE,1,2,2
1164,"RL",60,"Sawyer","Feedr","Duplex",4,1969,1969,1198,1198,"GasA","Y","SBrkr",1258,1258,2,0,0,6,0,2,400,120,0,1,2008,108959,FALSE,4,2,3
1165,"RL",68,"Veenker","Feedr","1Fam",5,1978,1978,680,1360,"GasA","Y","SBrkr",1432,1432,1,1,2,5,1,2,588,168,180,6,2007,194000,FALSE,3,2,1
1166,"RL",79,"NridgHt","Norm","1Fam",7,2009,2009,0,1502,"GasA","Y","SBrkr",1502,1502,0,2,3,7,0,2,644,0,114,9,2009,233170,FALSE,2,2,1
1167,"RL",64,"CollgCr","Norm","1Fam",8,2008,2008,0,1694,"GasA","Y","SBrkr",1694,1694,0,2,3,7,0,3,776,160,33,2,2010,245350,FALSE,2,2,1
1168,"RL",58,"Gilbert","RRAn","1Fam",6,2000,2000,786,959,"GasA","Y","SBrkr",959,1671,1,2,3,7,1,2,472,0,38,2,2006,173000,FALSE,4,2,1
1169,"RL",120,"Edwards","Norm","1Fam",6,1935,1986,626,1127,"GasA","Y","SBrkr",1236,2108,0,2,4,7,2,2,540,0,0,7,2008,235000,FALSE,2,2,1
1171,"RL",76,"Mitchel","Norm","1Fam",6,1977,1977,522,1096,"GasA","Y","SBrkr",1118,1118,1,1,3,6,1,1,358,203,0,7,2008,171000,FALSE,2,2,3
1172,"RL",76,"NAmes","Norm","1Fam",6,1958,1958,662,1261,"GasA","Y","SBrkr",1261,1261,1,1,3,6,1,2,433,0,0,11,2008,163000,FALSE,2,2,1
1173,"FV",35,"Somerst","Norm","TwnhsE",7,2006,2007,0,625,"GasA","Y","SBrkr",625,1250,0,2,2,5,0,2,625,0,54,3,2008,171900,FALSE,3,2,1
1174,"RL",138,"ClearCr","Norm","1Fam",5,1946,1994,152,1598,"GasA","Y","SBrkr",1636,3086,0,3,3,12,1,0,0,122,0,3,2007,200500,FALSE,3,2,3
1175,"RL",80,"Crawfor","Norm","1Fam",6,1932,1950,503,952,"GasA","Y","SBrkr",1170,2345,0,2,4,9,1,2,360,0,0,7,2006,239000,FALSE,3,2,3
1176,"RL",85,"NoRidge","Norm","1Fam",8,1992,2000,700,1683,"GasA","Y","SBrkr",2129,2872,0,2,4,9,1,2,541,0,33,4,2007,285000,FALSE,3,2,1
1177,"RL",37,"Mitchel","Norm","1Fam",5,1984,1985,658,876,"GasA","Y","SBrkr",923,923,1,1,3,5,0,1,264,362,0,10,2008,119500,FALSE,2,2,3
1178,"RM",60,"OldTown","Artery","1Fam",6,1926,2004,468,818,"GasA","Y","SBrkr",818,1224,0,1,3,5,0,1,210,0,0,12,2009,115000,FALSE,1,2,3
1179,"RL",54,"Crawfor","Norm","1Fam",5,1921,1950,0,731,"GasA","Y","SBrkr",820,1343,0,1,3,7,1,1,186,192,0,7,2009,154900,FALSE,2,2,1
1180,"RL",77,"Edwards","Norm","1Fam",5,1954,1954,0,0,"GasA","Y","SBrkr",1124,1124,0,1,3,5,1,0,0,0,36,4,2006,93000,FALSE,1,2,2
1181,"RL",85,"Timber","Norm","1Fam",7,1990,1991,1216,1216,"GasA","Y","SBrkr",1298,2514,0,2,4,8,0,2,693,0,0,4,2006,250000,FALSE,3,2,1
1184,"RL",60,"OldTown","Norm","1Fam",5,1920,1950,821,1120,"GasA","Y","SBrkr",1130,1130,1,1,2,5,1,2,720,229,0,6,2006,120000,FALSE,2,2,1
1185,"RL",50,"Timber","Norm","1Fam",5,1963,1963,1159,1572,"GasA","Y","SBrkr",1572,1572,1,1,3,5,2,3,995,0,263,5,2007,186700,FALSE,3,2,2
1186,"RL",60,"Edwards","Norm","1Fam",5,1924,1950,392,784,"GasA","Y","SBrkr",949,1221,1,1,4,7,0,1,392,0,0,3,2006,104900,FALSE,2,2,2
1187,"RL",107,"OldTown","Artery","2fmCon",3,1900,1970,440,978,"GasA","Y","SBrkr",1014,1699,1,2,3,7,0,2,420,0,74,8,2009,95000,FALSE,3,2,3
1188,"RL",89,"NoRidge","Norm","1Fam",8,1994,1995,1456,1624,"GasA","Y","SBrkr",1624,1624,1,2,2,5,1,3,757,0,114,7,2006,262000,FALSE,3,2,1
1189,"RL",68,"CollgCr","Norm","1Fam",7,2002,2002,0,831,"GasA","Y","SBrkr",831,1660,0,2,3,7,0,2,493,144,68,7,2009,195000,FALSE,3,2,1
1190,"RL",60,"Gilbert","Norm","1Fam",7,1999,1999,0,994,"GasA","Y","SBrkr",1028,1804,0,2,3,7,1,2,442,140,60,6,2010,189000,FALSE,3,2,2
1191,"RL",73,"Mitchel","Norm","2fmCon",4,1961,1975,1159,1249,"GasA","Y","SBrkr",1622,1622,1,1,3,7,1,4,1356,439,0,3,2007,168000,FALSE,2,2,1
1192,"FV",24,"Somerst","Norm","Twnhs",8,1999,2000,0,776,"GasA","Y","SBrkr",764,1441,0,2,2,5,0,2,492,206,0,11,2007,174000,FALSE,3,2,1
1193,"RM",60,"OldTown","Norm","1Fam",5,1925,1994,0,702,"GasA","Y","SBrkr",842,1472,0,1,3,6,0,1,250,0,0,7,2007,125000,FALSE,1,2,2
1194,"RM",73,"Mitchel","Norm","TwnhsE",6,1999,1999,883,1224,"GasA","Y","SBrkr",1224,1224,1,2,2,5,0,2,402,0,304,6,2009,165000,FALSE,3,2,1
1195,"RL",80,"Sawyer","Norm","1Fam",6,1969,1969,371,663,"GasA","Y","SBrkr",663,1352,0,1,4,7,0,1,299,379,36,3,2010,158000,FALSE,2,2,3
1196,"RL",51,"Gilbert","Norm","1Fam",6,2005,2005,0,728,"GasA","Y","SBrkr",728,1456,0,2,3,8,0,2,400,100,24,7,2008,176000,FALSE,3,2,1
1197,"RL",58,"Gilbert","Norm","1Fam",7,2006,2006,0,879,"GasA","Y","SBrkr",879,1863,0,2,4,9,1,3,660,100,17,11,2006,219210,FALSE,3,2,1
1198,"RM",65,"OldTown","Norm","1Fam",7,1916,1950,0,815,"GasA","Y","SBrkr",815,1690,0,1,3,7,1,1,225,0,0,7,2006,144000,FALSE,1,2,1
1199,"RL",70,"CollgCr","Norm","1Fam",7,2001,2001,0,1212,"GasA","Y","SBrkr",1212,1212,0,2,3,6,0,2,573,356,0,6,2009,178000,FALSE,2,2,1
1200,"RL",75,"Sawyer","Norm","1Fam",4,1963,1979,547,1051,"GasA","Y","SBrkr",1382,1382,0,1,3,6,1,2,459,0,82,10,2006,148000,FALSE,2,2,2
1201,"RL",71,"NAmes","Norm","1Fam",4,1970,1970,0,864,"GasA","Y","SBrkr",864,864,0,1,3,5,0,1,280,0,0,7,2006,116050,FALSE,1,2,2
1202,"RL",80,"CollgCr","Norm","1Fam",7,1998,1998,0,866,"GasA","Y","SBrkr",866,1779,0,2,3,6,0,2,546,198,36,3,2009,197900,FALSE,3,2,1
1203,"RM",50,"BrkSide","Norm","1Fam",5,1925,1997,0,884,"GasA","Y","SBrkr",884,1348,1,1,3,5,1,1,216,0,0,5,2009,117000,FALSE,2,2,1
1204,"RL",75,"CollgCr","Norm","1Fam",7,2000,2001,0,1630,"GasA","Y","SBrkr",1630,1630,0,2,3,6,1,2,451,74,234,10,2009,213000,FALSE,2,2,1
1205,"RL",78,"NWAmes","Norm","1Fam",5,1975,1975,788,1056,"GasA","Y","SBrkr",1074,1074,1,1,3,6,0,2,495,0,88,7,2006,153500,FALSE,3,2,1
1206,"RL",90,"SawyerW","Norm","1Fam",7,1990,1991,485,2158,"GasA","Y","SBrkr",2196,2196,0,2,3,7,1,3,701,84,70,6,2009,271900,FALSE,2,2,2
1207,"RH",66.5,"SawyerW","Norm","1Fam",4,1966,1966,1056,1056,"GasA","Y","SBrkr",1056,1056,1,1,2,5,0,1,384,0,42,11,2006,107000,FALSE,2,2,3
1208,"RL",70,"CollgCr","Norm","1Fam",6,2003,2003,340,1682,"GasA","Y","SBrkr",1700,1700,1,2,3,7,0,2,544,192,23,5,2006,200000,FALSE,3,2,1
1209,"RL",70,"NAmes","Norm","1Fam",5,1962,1980,504,931,"GasA","Y","SBrkr",1283,1283,1,1,3,6,0,2,506,0,0,10,2008,140000,FALSE,2,2,3
1210,"RL",85,"Somerst","RRNn","1Fam",8,2006,2006,1220,1660,"GasA","Y","SBrkr",1660,1660,1,2,3,8,1,2,500,322,50,5,2006,290000,FALSE,3,2,1
1211,"RL",70,"SawyerW","Norm","1Fam",6,1992,1992,0,1055,"GasA","Y","SBrkr",1055,1845,0,2,3,8,1,2,462,635,104,5,2010,189000,FALSE,3,2,1
1212,"RL",152,"Gilbert","Norm","1Fam",8,1988,2005,427,559,"GasA","Y","SBrkr",1080,1752,0,2,4,8,0,2,492,325,12,6,2010,164000,FALSE,2,2,2
1213,"RL",50,"Edwards","Norm","1Fam",4,1941,1950,344,672,"GasA","Y","SBrkr",672,672,1,1,2,4,0,1,234,0,113,8,2009,113000,FALSE,2,2,3
1214,"RL",71,"Sawyer","Norm","1Fam",4,1965,2001,648,648,"GasA","Y","SBrkr",960,960,1,0,0,3,0,1,364,88,0,5,2006,145000,FALSE,2,2,1
1215,"RL",69,"NAmes","Norm","1Fam",5,1962,1962,784,925,"GasA","Y","SBrkr",999,999,1,1,3,6,0,1,300,150,72,5,2006,134500,FALSE,2,2,3
1216,"RL",99,"Sawyer","Norm","1Fam",5,1966,1966,180,894,"GasA","Y","SBrkr",894,894,0,1,3,5,0,1,384,0,0,5,2007,125000,FALSE,1,2,3
1217,"RM",68,"Sawyer","RRAe","Duplex",6,1978,1978,0,0,"GasA","Y","SBrkr",1318,1902,0,2,4,8,0,2,539,0,0,4,2010,112000,FALSE,2,2,3
1218,"FV",72,"Somerst","Norm","1Fam",8,2009,2009,936,1300,"GasA","Y","SBrkr",1314,1314,1,2,3,6,0,2,552,135,112,9,2009,229456,FALSE,3,2,1
1219,"RM",52,"BrkSide","Norm","1Fam",4,1947,1950,0,0,"GasA","N","SBrkr",672,912,0,1,2,3,0,0,0,0,0,7,2006,80500,FALSE,1,1,2
1220,"RM",21,"BrDale","Norm","Twnhs",6,1971,1971,0,672,"GasA","Y","SBrkr",672,1218,0,1,3,7,0,0,0,201,0,4,2006,91500,FALSE,2,2,3
1221,"RL",66,"NAmes","Norm","1Fam",5,1964,1964,312,912,"GasA","Y","SBrkr",912,912,0,1,2,5,0,1,288,0,0,11,2006,115000,FALSE,1,2,3
1222,"RL",55,"Sawyer","Feedr","1Fam",5,1968,1968,250,952,"GasA","Y","SBrkr",1211,1211,0,1,3,5,1,1,322,0,63,8,2008,134000,FALSE,1,2,1
1223,"RL",78,"NAmes","Artery","1Fam",6,1949,1950,196,1040,"GasA","Y","SBrkr",1168,1846,0,2,3,7,1,1,315,0,0,1,2007,143000,FALSE,2,2,1
1224,"RL",89,"NAmes","Norm","1Fam",5,1951,1951,756,2136,"GasA","N","FuseA",2136,2136,0,2,4,7,0,2,528,0,30,10,2006,137900,FALSE,2,1,3
1225,"RL",60,"Gilbert","RRAn","1Fam",7,2004,2005,724,788,"GasA","Y","SBrkr",788,1490,1,2,3,8,1,2,388,100,75,2,2008,184000,FALSE,4,2,1
1226,"RL",65,"NAmes","Norm","1Fam",6,1958,1958,507,588,"GasA","Y","SBrkr",1138,1138,0,1,3,6,0,1,264,224,0,6,2007,145000,FALSE,2,2,1
1227,"RL",86,"Somerst","Feedr","1Fam",6,2007,2007,0,894,"GasA","Y","SBrkr",894,1933,0,2,4,9,1,3,668,100,18,1,2008,214000,FALSE,3,2,1
1228,"RL",72,"NAmes","Norm","1Fam",5,1965,2008,595,912,"GasA","Y","SBrkr",912,912,1,1,2,5,0,2,576,0,240,12,2008,147000,FALSE,2,2,1
1230,"RL",70,"NAmes","Norm","1Fam",5,1960,1960,666,1075,"GasA","Y","SBrkr",1507,1507,0,2,4,7,0,1,404,0,0,8,2008,127000,FALSE,2,2,2
1231,"RL",71,"Sawyer","Feedr","Duplex",5,1977,1977,498,1361,"GasA","Y","SBrkr",1361,2620,0,2,4,12,1,2,600,155,24,8,2007,190000,FALSE,4,2,1
1232,"RL",70,"NAmes","Norm","Duplex",5,1962,1962,803,1106,"GasA","Y","SBrkr",1190,1190,1,1,3,6,0,2,540,0,18,5,2006,132500,FALSE,2,2,3
1233,"RL",70,"NAmes","Norm","Duplex",4,1962,1962,0,0,"GasA","Y","SBrkr",1224,1224,0,2,2,6,0,2,462,0,0,3,2007,101800,FALSE,2,2,3
1234,"RL",73,"NAmes","Norm","1Fam",5,1959,1959,1000,1188,"GasA","Y","SBrkr",1188,1188,1,1,3,6,0,2,531,0,0,5,2010,142000,FALSE,2,2,4
1235,"RH",55,"SWISU","Norm","1Fam",5,1911,1950,0,940,"GasA","N","FuseA",1024,1964,0,1,4,7,0,0,0,0,192,11,2008,130000,FALSE,2,1,3
1236,"RL",96,"Crawfor","Norm","1Fam",5,1914,1950,0,747,"GasA","Y","FuseF",892,1784,0,1,4,9,0,1,180,203,40,7,2006,138887,FALSE,2,2,2
1237,"RL",36,"NridgHt","Norm","Twnhs",7,2003,2003,0,764,"GasA","Y","SBrkr",764,1626,0,2,2,6,0,2,474,0,27,6,2010,175500,FALSE,3,2,1
1238,"RL",41,"CollgCr","Norm","1Fam",7,2004,2005,0,847,"GasA","Y","SBrkr",847,1948,0,2,4,8,1,2,434,100,48,9,2006,195000,FALSE,3,2,1
1239,"RL",63,"SawyerW","RRAe","1Fam",6,2005,2005,0,1141,"GasA","Y","SBrkr",1141,1141,0,1,3,6,0,2,484,0,0,3,2006,142500,FALSE,2,2,1
1240,"RL",64,"Timber","Norm","1Fam",8,2006,2006,428,1476,"GasA","Y","SBrkr",1484,1484,0,2,2,6,1,2,472,120,33,12,2007,265900,FALSE,2,2,1
1241,"RL",65,"CollgCr","Norm","1Fam",7,2003,2003,550,884,"GasA","Y","SBrkr",884,1768,1,2,3,8,0,2,543,0,63,7,2008,224900,FALSE,4,2,1
1242,"RL",83,"Somerst","Norm","1Fam",7,2007,2007,0,1689,"GasA","Y","SBrkr",1689,1689,0,2,3,7,0,3,954,0,56,6,2007,248328,FALSE,2,2,1
1243,"RL",85,"NWAmes","Norm","1Fam",7,1974,1974,885,1053,"GasA","Y","SBrkr",1173,1173,1,2,3,6,2,2,528,0,120,1,2010,170000,FALSE,3,2,3
1245,"RL",74,"Crawfor","Norm","1Fam",8,1929,1950,0,792,"GasA","Y","SBrkr",792,1517,0,1,3,7,2,2,400,0,0,6,2006,230000,FALSE,1,2,4
1246,"RL",78,"NWAmes","Norm","1Fam",6,1984,2003,0,585,"GasA","Y","SBrkr",1140,1868,0,3,3,7,1,2,477,268,112,1,2007,178000,FALSE,4,2,1
1247,"FV",65,"Somerst","Norm","1Fam",7,2005,2006,0,756,"GasA","Y","SBrkr",756,1553,0,2,3,6,0,2,615,0,45,3,2006,186500,FALSE,3,2,1
1248,"RL",73,"Mitchel","Norm","1Fam",6,1976,1976,539,1012,"GasA","Y","SBrkr",1034,1034,1,1,3,6,0,3,888,0,0,5,2010,169900,FALSE,2,2,3
1249,"RM",60,"OldTown","Norm","1Fam",6,1917,1950,319,735,"OthW","N","SBrkr",1134,2058,0,1,3,8,1,2,396,0,0,4,2008,129500,FALSE,2,1,4
1250,"RL",60,"NAmes","Norm","1Fam",5,1950,1950,534,876,"GasA","Y","SBrkr",988,988,0,1,3,6,0,1,276,0,80,5,2007,119000,FALSE,1,2,3
1251,"RL",93,"NAmes","Norm","1Fam",7,1968,1968,1065,2110,"GasA","Y","SBrkr",2110,2110,1,2,3,8,2,2,522,0,0,4,2010,244000,FALSE,4,2,1
1252,"RL",88.5,"NridgHt","Norm","TwnhsE",7,2003,2003,0,1405,"GasA","Y","SBrkr",1405,1405,0,2,2,6,1,2,478,148,36,3,2006,171750,FALSE,2,2,1
1253,"RL",62,"Mitchel","Norm","1Fam",5,1968,1968,510,864,"GasA","Y","SBrkr",874,874,1,1,3,5,0,1,288,33,0,11,2009,130000,FALSE,2,2,3
